id	review	sentiment
57aabbb4-c4d4-4f95-bab8-1f807cb123c4	  Its possibly one of the greatest action movies ever made. A mind-blowing visual feast for the eyes and ears with spectacular action sequences, fights and chases. Tom Hardy is a man of few words but delivering none the less and giving a strong performance showing he is more than a worthy replacement for Mel Gibson. It also provides plenty of strong female characters as well, Charlize Theron is pure power. Its The Fast and the Furious in ways only The Expendables can imagine. It's pure mad-man brilliance from a fine artist in fine form. Director, George Miller rocks this film with is gorgeous and explosive vision. An action movie masterpiece that will blow you away.	2
6c91c275-9723-4265-8420-a98c9ec5babd	  George Miller's long-awaited sequel is grandiose in scale of action-sequences overall, and it is marvelous to say the least. Mad Max: Fury Road is an exhilarating-overdose of monumental thrills and sound. The film's post-apocalyptic feel is stronger and the performances are impressive, especially Charlize Theron. It also has enough of a concise story to make this one of Miller's most exceptional works and one of the best summer blockbusters, let alone overall films, of the year. 4.5/5	2
5e3b323d-95c2-41b5-af9d-af5bc8d8f432	  An action packed thrill ride that leaves your bum tense! Thoroughly enjoyable, havent seen the originals but makes me want to!	2
245caec5-ab55-4c88-8f6d-fd638e6b40eb	  Allow me to begin with a confession. I had to see Mad Max: Fury Road again. I knew minutes into the film that my appetite would not be quenched and I needed to see it again, which I did less than 12 hours later. A week later I saw it a third time in the theater. The reason I did this is obvious in one regard - it's a highly enjoyable, pulse-pounding, amazing spectacle of first-class stuntwork and mad genius so rarely accomplished on such a large, splendid scale of destruction. The other reason, from a writing standpoint, is that I needed to see the movie again or else my review of Fury Road was going to consist of nothing but an unending stream of positive adjectives vomited upon the page in excitement. And for you, dear reader, I wanted to do better. Also, I wanted to see Mad Max: Fury Road again and I honestly wouldn't mind in the slightest seeing it again.In the post-apocalyptic future, Immortan Joe (Hugh Keays-Byrne) is an aging warlord with his own fiefdom. He controls the water supply and has an army of gearhead warriors to enforce his rule. His trusted driver, Imperator Furiosa (Charlize Theron), is leading a caravan for supplies when she goes rogue, driving off into the desert. Furiosa has taken Immortan Joe's "property," namely his five wives. Enraged, Immortan Joe gathers a posse of death vehicles and riders and heads off to reclaim his "property." Max (Tom Hardy) is a drifter thrust into the middle of this conflict when he's strapped to a car and driven out into the desert, part of the Immortan Joe rapid response forces. There are few things more exhilarating in the realm of motion pictures than a well-executed, well-developed action sequence, and Mad Max: Fury Road is a blistering, awe-inspiring masterpiece of brilliant carnage. What director George Miller has achieved onscreen is visionary. The level of execution is so rarely seen at such a large scale, and with so many moving parts, that I was delighted and curious how something this extraordinary could escape the risk-averse studio system. I'm trying my best to restrain myself from sheer hyperbole, but this is an instant classic in the world of action cinema and a definite top five all-time action film (for those keeping track, I would say last year's Raid sequel would also qualify for that status). The movie provided me a font of joy that did not let up until the end credits ushered me out of the theater. The action sequences are epic in their scale, with dozens of different vehicles in hot pursuit, and yet Miller brilliantly orients his audience to every moment of his symphony of demolition. There are so many different parts to the action but the audience knows everything that happens. The sheer sense of momentum and pacing is overwhelming and giddy. The action sequences develop organically, with new consequences throwing our characters into different and dire directions. There's also a startling amount of variety with the action sequences. Fury Road has been described as a two-hour chase film, and that's accurate to a degree, but there are breaks in between the sequences, small moments to catch your breath and learn more about our characters and their hostile world. Each sequence is different enough that the action doesn't ever feel redundant, even when the third act literally requires the characters to backtrack. The adrenaline just doesn't turn off from the get-go, and Miller keeps throwing out new tricks, new stunts, and new cars to astound and amaze. Simply put, Fury Road shames other American film releases. The stuntwork is another facet that just raises the bar when it comes to action movies. Miller emphasized practical effects whenever possible, and the emphasis pay off with a heightened sense of realism onscreen. It's real cars being smashed to real bits, real stuntmen being tossed around. In an age of CGI over saturation, it's all too easy to become numb to big screen spectacle because of how hollow it all comes across visually. Just this past month with the Avengers sequel, I knew that all the fight scenes were mostly CGI or actors against green screens, and it eases off the enjoyment of the moment. Don't even get me started on the deluge of CGI carnage in the last Hobbit film. Real physical objects and physical interaction offer so much more believability in an age of increasing disbelief with special effects. With Miller's focus on practical effects first and foremost, it brings that sense of crazy excitement back and it ensures that Fury Road will hold up better over time. I also appreciated just how much thought Miller and his team put into crafting their world. Every detail feels like it adds to the overall richness of Miller's vision. The designs of the cars, the use of scrap, the fact that a pulley system is operated with children running up giant wheels, it all contributes to making the world better realized and more alive. The level of thought put into weird and deadly concepts in this movie is fantastic. Once the main characters pass through a bog of land, we see people dressed in cloaks traversing the land on stilts, and it's little passing details such as this that make the movie feel more complete. I enjoyed that one of Max's heroic attributes is that he's specified for his blood type, being O the universal donor. The fact that Miller finds a satisfying way to bring this attribute back as a payoff is also appreciated. I also enjoyed how Miller expands upon the family of Immortan Joe, with his bevy of freakish sons and brothers and peculiarities. I enjoyed the fact that Miller isn't afraid to embrace the weird of his dystopia, symbolized best by a blind guitar player attached to a roaming wall of speakers who can shoot flames out of his instrument. Every time the movie cut back to this guitar playing pace setter, I smiled, and I smiled a lot during this movie.Some have grumbled that Max is a supporting player in a movie that bears his name, but I would argue he is a co-lead and the real star is rightfully Imperator Furiosa. Max is not replaced with Furiosa, rather they have an inter-dependant relationship where they're both vulnerable and they both come to trust the other but without a romantic mingling. These are both wounded, shaken, mistrusting, and volatile people, and to watch their shared sense of teamwork and the gradual opening and reliance upon one another, it is itself an affecting and emotionally satisfying relationship. But back to Furiosa, it's really her story because she is the one with the personal connection o the mission. Max has always kind of been a wandering warrior who finds himself in other people's battles. Consider him a post-apocalyptic Man with No Name. Furiosa is the leader who has planned and implemented the escape from Immortan Joe, and it's she that deserves our attention. I enjoyed the fact that Miller doesn't even have to explain her past. We know she's suffered trauma, physical and likely sexual, and he assumes the audience does not need Furiosa's past abuse spelled out specifically for them, or seen in grisly flashback. She's a strong woman who is far from helpless with one arm. This is a story about women liberating themselves from sexual slavery under a corrupt patriarchy (more on the thematic relevance below). Theron is our leader and the ferocity in her eyes is all you need to know you believe that this woman will do whatever it takes for freedom.The other aspect that's very clear is that Fury Road is a decidedly feminist film but it never stoops to preaching or even directly calling attention to its efforts. It's a ruined world where men with unchecked power have exploited the vulnerable, where women are treated as "property" and valued for breeding purposes. Our heroes are by and large women who have rejected their roles in this society or are fleeing their impositions. And with Furiosa as lead, it paints a more than convincing picture of women being just as capable and badass in the post-apocalypse (I want to go as Furiosa for Halloween). It's a movie that portrays women struggling against an unjust system that devalues them but Fury Road doesn't wallow in their suffering. It doesn't have to in order to get its points across. It also treats the wives in a manner that lacks sexualization. Immortan Joe has treated them as property but Miller treats them as human beings, even going as far as to give them distinguished personalities. I'm not saying they approach three-dimensional characters but they're certainly not just eye candy. There's a sequence where they wash each other with a hose, and you could see the myriad ways this moment would go tawdry for some cheap titillation. What the Men's Rights Activists (sadly this is actually a thing) seem to have lost in their caterwauling is that feminism is not a zero-sum game; one person gaining stature and opportunity does not mean it's taken away from another. Just because Furiosa is strong it doesn't make Max weak. Furiosa being a compelling lead character does not diminish Max. It makes him an even better character because he recognizes her value and his own limitations, like a scene where he voluntarily hands over a rifle because he knows she's the better marksman. No one has to explicitly point and say, "Girls can do it too."There's also a fascinating commentary on the danger of religious fundamentalism with the war boys. These powder-white young men are Immortan Joe's armed forces and they are promised a swift appearance at the gates of their paradise if they die in battle ("Witness me!" is their exclamation before sacrifice). They spray paint their faces chrome ("Eternal, shiny and chrome") and then go in for the kamikaze kill. Again, the theme is ripe and obvious but without requiring characters to comment. Nux (Nicholas Hoult, wonderfully deranged and then sincere) actually has the closest thing to a character arc, going from hopeful martyr to independent thinker. He begins as a clumsy yet determined antagonist and becomes a resourceful and unexpected ally. This is practically a flawless film on a technical level. The cinematography by John Seale (Cold Mountain) is bright with lush colors that pop on the big screen. We've been treated to far too many color degraded films, so it's nice to view a movie that wants to use all the colors at its disposal. The musical score by Junkie XL (300: Rise of an Empire) is stirring and pulse-pounding with its heavy percussion, but there's a languid melody that returns again and again that is emotionally resonant. It's surprising how the score will punctuate the bombast and wailing guitars with a lovely string arrangement, like when we rush into the sandstorm and a car is blown into the sky. The editing is outstanding by Margaret Sixel (Happy Feet) and she keeps the audience informed with every new twist and turn, and with so many moving parts and changing dynamics, that is a miracle itself. The production design by Colin Gibson beautifully expands and informs this strange world. There isn't a department in Fury Road that wasn't at the top of their game.If I had to quibble, I could accept the argument that Mad Max: Fury Road lacks the substance to be much more than an exhilarating action ride. The dialogue can be a bit on-the-nose, Hardy mumbles through a majority of his miniscule lines, and the characters aren't as fleshed out as they could be and the plot is rather bare bones. However, I view its narrative economy as a virtue, as there isn't a moment or scene wasted in telling this breakneck tour de force of post-apocalyptic demolition. Rarely does an artist get to work at this level in the studio system let alone succeed with a final product that still manages to be strange, mordant, uncompromising, and completely riveting. This is a near-perfect action movie and a thrilling high-wire act of practical filmmaking bravado. Mad Max: Fury Road is the standard I am going to judge all summer movies by for the rest of the year, and I imagine many will be found wanting. I could continue to heap praise on the movie but the most persuasive stance I can make is that if you fail to see Fury Road on the big screen, you will always regret this decision. I am a disciple of Fury Road and witness my brethren and me. This movie was made for the biggest screen, the loudest sound system, and an endless bucket of popcorn. Nate's Grade: A	2
a4d0f1d3-afb5-4d08-9378-299656f7229c	  The visuals and production of this film are incredibly imaginative. The action sequences are different and fun, and while the story isn't great, it also isn't like many other movies out there. This film's uniqueness sets itself apart from your typical summer action flick.	2
36d9d3c6-97df-4c2e-84e4-1c425b222507	  Max accompanies a woman trying to rescue pregnant concubines from a despotic ruler.While there's no doubt that some of the action sequences are well-choreographed and mildly entertaining, the most important part of a film is its story. This one doesn't get started until about thirty minutes in, and the character development is sloppy, uneven, and unnaturally rushed. For example, we're supposed to believe that the frenetic war boy abandons his blind faith because of one embarrassing maneuver and the fact that he got to stare into a girl's eyes for two minutes. Those must be some eyes.The reason that story is so important, especially in action films, is that the audience must be kept in suspense about how the action sequence will end. Here, there's no doubt about who will survive; the only question is how, which isn't that entertaining.This film's champions shouldn't think that I don't get the gender politics here. I understand that the film puts women in positions of power, that it stands against sex slavery, and that its depiction of women is more progressive than many other films in the genre. That's all great and the reason why the film got one star instead of a half.Overall, this story is weak, and all the chase sequences in the world can't rescue a weak story.	0
59d27a0d-c3e2-4143-9663-c457430278aa	  Considering the wave of terrible 90's Scifi sequels/remakes we've had fired our way in the past few years (Terminator, Robocop, Total Recall etc.) Fury Road's success has been more than a pleasant surprise.It takes a lot of very 80's dystopian post-apocalyptic sensibilities and puts it in modern context. The relevant storytelling, characterization and heavy play on social themes make it a compelling tale but it's the barebones, relentlessly unforgiving visuals that make it a thrilling ride through and through.There's more to the world of Mad Max than sand dunes and angry people with automobiles though, with very little screen time Miller manages to convey a very elaborate society full of warrior tribes, caste systems and cultural/religious customs that are intriguing if not visually iconic.Let's also not forget the cast of characters representing a variety of minorities without feeling like forced tokens. A phenomenal performance by Charlize Theron breathes badassery into Furiosa and the manic Nux played by Hoult! It seems the best way to bring back the "strong silent type" hero is to in fact keep him silent. (who would've guessed?) Hardy skims by as Max with stern looks, grunts and single syllable words and for that we love him.At the end of the day Fury Road is both a nonsensical, visceral action packed adventure about a bunch of rebels fighting the system but also an intelligent character study with a dab of social commentary. Some of these folks are larger than life (Max) others victims/villains turned heroes (Furiosa, Breeders, Nux) which ever you appreciate more you're both cheering and enamored by the spectacle.	2
2230b950-fd5d-4372-9eca-ac0efe232650	  Over thirty years since the last instalment in the "Mad Max" franchise, Tom Hardy takes over the leading role once helmed by Mel Gibson, and takes the character to unseen heights. George Miller definitely waited for the perfect time to release this picture, coming out in an age where every action film relies on CGI. Displaying a perfect balance of practical and CG effects, the action pieces in this film are breathtaking to behold. Everyone in this film gives it their all, injecting fuel into this franchise that was believed to be dead long ago. The two main questions people will ask about this picture is does it live up to the original trilogy and will it welcome newcomers. I will say that you do not have to view the original films in order to know what is going on here, but it definitely will not attract people who have no clue what they are in for. "Mad Max: Fury Road" is a breathtaking spectacle (better than any I have seen in a long time), but it was a little too short on characters to really care about EVERYTHING that was going down. By the end of this film, I realized that it definitely was spectacle over substance, but the spectacle was so incredible that it will almost overshadow the bad upon every single viewing. In the end, I will say something that I have never said about any movie. It is a flawless film with many issues. My brain was going nuts during my viewing of this film, and I loved that. If you are planning on seeing this, please do so in the theatre, it is worth it. "Mad Max: Fury Road" is awesome!	2
5007a0bd-856b-4190-a9a1-572ebe123300	  Impressive action pretty much throughout, but I left the theatre pretty "mehhh" overall. For every awesome thing I can think of, there's three other weird things I can tell you about the movie. From what I hear, fans of the originals may get a lot more out of this one than people new to the franchise will......	2
7a9519ac-888a-4601-b67d-48d329b07686	  George Miller's Mad Max: Fury Road holds no bounds in its trek across the desert landscape. "What a lovely day."Littered with little character buildup and a paper thin plot-line, the 2 hour adventure goes off-road with tons of vehicle carnage. There are enough story details, as needed, but ultimately, it's all there to setup the next incident on "fury road."The violence is erratic, over the top, and highly entertaining. A good combination of CG, as well as real vehicle demolishings come as advertised. There is so much going on, the film manages to leave the want for even more.Tom Hardy is a man of few words, it is no wonder the film belongs to Charlize Theron with Nicholas Hoult following in her footsteps. Seriously, the film could have been called Furiosa road.There's no secret here. Mad Max: Fury Road delivers what is expected of it.	2
cc3f59ce-34b7-4c00-a960-d9bdb1a53d1e	  A visual treat from start to finish! The costumes, the stunts, the action...every scene just bursts with vitality. Not to forget the sound...wow!! This is what the cinema is made for! Great to have this franchise back on our screens but it could've just done with being 15 minutes shorter.	2
1ce959db-34d0-4e65-8371-3be5b0371982	  Good heavens, this was awful. No plot, no character development, no point. Nothing but a pair of long chase scenes. Just hideous.	0
79f7401b-578f-40b5-9999-c8df3e4133e7	  An exciting, nonstop, thrilling story from beginning to end.	2
ea436c51-4607-4484-b41d-60a640906747	  Let me preface this by saying I'm not a fan of Mad Max. I was bored in Mad Max and was almost bored in The Road Warrior.I was underwhelmed. I heard all of the hype about how Mad Max: Fury Road was one of the greatest movies ever made and how it's a cinematic masterpiece. About how it gives you a rush and sometimes you need a break just to slow your heartbeat. I honestly don't get it.Maybe the hype behind the movie is what I see when I see Fury Road. What I see when I watch Fury Road is something that is just all spectacle. Is the action good to look at. You're damn right it is. The car carnage of the wasteland is incredible to look at. There's a guy with a flamethrower guitar! But that's not what I want to stand out the most when I see a movie.The main thing I look for when I'm watching a movie like this a a combination of exciting and engaging action, as well as a good story. This movie lacks the story part because it is too simple. There is not a lot about the wasteland and it's inhabitants that makes me interested about them. How did Furiosa get that arm? How did Imorton Joe rise to power? Who were those people that Max was haunted by? Who were those people on the sticks? There is no context given so I'm not interested and do not care. Is Furiosa a badass? Yes! But as cool as that is I don't care about her because I know so little.In summation Mad Max: Fury Road is all spectacle and nice to look at, but really nothing else.	1
37c648c6-5949-45d5-af46-ee519a11de86	  Post-modern feminism in the post-apocalypse. Good, but not great. Would have rated worse, were it not for some cool vehicles. A bit of a disappointment.	1
57659024-e7d5-4070-84e7-c605857098a2	  Impressive visuals and some interesting female characters but overall I just found it rather unpleasant and, ultimately, rather tedious.	1
bd58a51c-8f3a-4c8f-ae1a-c38acb018c31	  One of my all time favorite movies. Constant action and drama. Highly recommend.	2
48709049-d721-4ff0-b2b0-c566eb8f1799	  Mad Max: Fury Road is one of the best action films I've ever seen. A genuine work of art, it might by one of the top 3 contenders at the Oscars for Best Picture! It also DEFINITELY deserves to get recognition for it's use of vfx.	2
7867b544-8cec-4300-a219-f4a43b8648e8	  I'm not ready to hail it as the masterpiece that everyone else is calling it, but Mad Max: Fury Road is still a hell of a film. Needless to say the action is awesome, but the performances are fantastic and work hand in hand with the narrative and themes, and Charlize Theron as Furiosa is a triumph of a character.	2
d4c2104f-8b3d-455b-a7c0-d199b5a402a7	  Set design 2.0, it's everything Miller wanted with the previous ones. Hardy hardly impresses.	1
29ea5f74-bd50-48f5-a1de-a1b991ae574e	  Great Movie. Watched it 4 Times !	2
7a413c18-02a5-4a0e-bdb5-50c1d227e62b	  Very disappointing. No character building and felt like a 2 hour trailer.	0
f1058d2a-fce5-411b-b5e3-89479d377afe	  Do you think Tom Hardy knows he was the costar in this film? Charlene is like a wounded animal fighting to her last breathe. You can't help but be captivated by her performance. From start to end we're taking on a ride for survival.	2
8d24484b-c977-45ca-9369-ffbaadebf1d1	  Mad Max Fury Road is the new king of action movies, it's awesome!	2
c307b94d-7778-4bad-9290-7f109e8b8b1e	  Maybe 40 lines of dialogue with lots of explosions	1
4b5e808d-f775-4cb3-ab1f-4dae54441850	  The post-apocalyptic film can be hit or miss, but Mad Max: Fury Road has some of the best action and chase scenes put on film in the 21st century. Tom Hardy is a breakthrough action star to go along with his recent success as a dramatic actor. He's going to win an Oscar at some point. George Miller writes and directs this film as well as anyone, even at 70. I love it when women overshadow men in the action scenes!	2
ee63cf3b-c764-454e-8168-d290afff3c87	  Post-apocalyptic warriors hell bent for artistic respect in a world still out of gas... barely registers above empty even without Mel Gibson.	0
924f9bc3-8665-492d-95ee-93fb5df9b1ea	  Great movie and I loved the fact that traditional methods of special effects were used, like with the new star wars movie, but I felt that it doesn't totally live up to the hype that most people give it. It's great, but not the best.	2
a95423d0-e723-4d95-89b2-b2d118a6822b	  Just when I thought the action movie genre really couldn't do anything else new and different, this proves me entirely wrong. Intense Action, distinctive style, and a concrete story make this a worthy installment in the Mad Max series	2
